PMID,PMCID,Clinical trial ID,DOI,URL,Population,Study type,Drug name,Species,Note,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at,Drug CUI
29366524,PMC5866216,,10.1016/j.envint.2018.01.006,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4423,2025-12-02T16:05:10.607303,C0069803
29458359,PMC5819230,,10.1186/s12940-018-0359-0,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4425,2025-12-02T16:05:10.607303,C0069803
29477955,PMC5899953,,10.1016/j.envint.2018.02.017,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4426,2025-12-02T16:05:10.607303,C0069803
29550712,PMC5899953,,10.1016/j.envint.2018.03.016,,3rd trimester,PK/PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4428,2025-12-02T16:05:10.607303,C0069803
29803919,PMC6470297,,10.1016/j.envres.2018.05.005,,pregnancy,PK/PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4430,2025-12-02T16:05:10.607303,C0069803
30316544,PMC6361519,,10.1016/j.envint.2018.08.020,,pregnancy,PK/PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4431,2025-12-02T16:05:10.607303,C0069803
30412856,PMC6347499,,10.1016/j.envres.2018.10.030,,pregnancy,PK/PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4432,2025-12-02T16:05:10.607303,C0069803
30517665,PMC6295961,,,,pregnancy,PK/PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4433,2025-12-02T16:05:10.607303,C0069803
30557721,PMC6381819,,10.1016/j.chemosphere.2018.11.190,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4435,2025-12-02T16:05:10.607303,C0069803
30624098,PMC6550292,,,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4436,2025-12-02T16:05:10.607303,C0069803
31077917,PMC6728185,,,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4437,2025-12-02T16:05:10.607303,C0069803
31081626,PMC8988263,,10.1021/acs.est.9b01562,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4438,2025-12-02T16:05:10.607303,C0069803
31288179,PMC7169435,,10.1016/j.envint.2019.104903,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4439,2025-12-02T16:05:10.607303,C0069803
32120140,PMC7169435,,10.1016/j.envint.2020.105523,,"preconception, pregnancy",PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4441,2025-12-02T16:05:10.607303,C0069803
32248023,,,10.1016/j.envint.2020.105678,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4442,2025-12-02T16:05:10.607303,C0069803
32279061,PMC8449543,,10.1016/j.ijheh.2020.113518,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4443,2025-12-02T16:05:10.607303,C0069803
32320878,,,10.1016/j.scitotenv.2020.138503,,pregnancy/fetus/delivery,PK ,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4444,2025-12-02T16:05:10.607303,C0069803
32345324,PMC7189447,,10.1186/s12940-020-00598-7,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4445,2025-12-02T16:05:10.607303,C0069803
32653713,,,10.1016/j.scitotenv.2020.140678,,delivery,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4446,2025-12-02T16:05:10.607303,C0069803
34952328,,,10.1016/j.ijheh.2021.113909,,3rd trimester,PK,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4449,2025-12-02T16:05:10.607303,C0069803
35421480,PMC7189447,,10.1016/j.scitotenv.2022.155191,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4450,2025-12-02T16:05:10.607303,C0069803
35700189,,, 10.1097/EDE.0000000000001515,,pregnancy,PK,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4451,2025-12-02T16:05:10.607303,C0069803
35839910,PMC9514543,,10.1016/j.envres.2022.113897,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4452,2025-12-02T16:05:10.607303,C0069803
36227336,PMC9750951,,10.2337/db22-0028,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4454,2025-12-02T16:05:10.607303,C0069803
36346334,PMC10089295,,10.1093/humrep/deac230,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4455,2025-12-02T16:05:10.607303,C0069803
36525700,PMC9898141,,10.1016/j.ijheh.2022.114104,,pregnancy,PK,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4456,2025-12-02T16:05:10.607303,C0069803
36568115,PMC9780366,,10.3389/fendo.2022.1071761,,pregnancy,PK,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4457,2025-12-02T16:05:10.607303,C0069803
36701050,PMC10076394,,10.1007/s11356-023-25355-4,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4458,2025-12-02T16:05:10.607303,C0069803
36857904,,,10.1016/j.envint.2023.107840,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4459,2025-12-02T16:05:10.607303,C0069803
38145726,,,10.1016/j.ajog.2023.12.028,,"1st trimester, 3rd trimester",PK,Aspirin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,2,2025-12-02T16:05:14.485046,C0004057
31051121,,,10.1016/j.ajog.2019.04.027,,pregnancy,PK,Aspirin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,3,2025-12-02T16:05:14.485046,C0004057
7823260,,,10.1515/jpme.1994.22.3.205,,"2th trimester, 3rd trimester",PK,Aspirin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,4,2025-12-02T16:05:14.485046,C0004057
1951559,,,10.1016/0002-9378(91)90444-v,,,PK,Aspirin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,5,2025-12-02T16:05:14.485046,C0004057
28418802,,,10.1177/0890334417695207,,Lactation,PK,Aspirin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,6,2025-12-02T16:05:14.485046,C0004057
8329296,,,,,delivery,PK,Aspirin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,7,2025-12-02T16:05:14.485046,C0004057
4093506,,,,,pregnancy,PK,Aspirin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,8,2025-12-02T16:05:14.485046,C0004057
7165392,,,10.1007/BF02110674,,delivery,PK,Aspirin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,9,2025-12-02T16:05:14.485046,C0004057
6662181,,,,,Lactation,PK,metoclopramide,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,10,2025-12-02T16:05:14.485046,C0025853
18426260,PMC2408825,NCT00279370,10.4088/jcp.v69n0419,,pregnancy/postpartum,PK/CT,"citalopram, Sertraline",Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,11,2025-12-02T16:05:14.485046,C1369503|C0074393
16855451,,,10.1097/01.jcp.0000227706.56870.dd,,postpartum,PK/CT,"Sertraline, nortriptyline",Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,12,2025-12-02T16:05:14.485046,C0074393|C0373487
11082480,,,10.1016/s0006-3223(00)00958-6,,delivery,"case report, PK",venlafaxine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,13,2025-12-02T16:05:14.485046,C0078569
11849190,PMC1874551,,10.1046/j.0306-5251.2001.01518.x,,Lactation,PK,venlafaxine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,14,2025-12-02T16:05:14.485046,C0078569
15035694,,,10.1017/S1461145704004286,,delivery,PK,"paroxetine, fluoxetine, venlafaxine",Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,15,2025-12-02T16:05:14.485046,C0070122|C0016365|C0078569
15367050,,,10.4088/jcp.v65n0911,,lactation,PK,"citalopram, paroxetine, fluoxetine, venlafaxine",Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,16,2025-12-02T16:05:14.485046,C1369503|C0070122|C0016365|C0078569
16390902,,,10.1176/appi.ajp.163.1.145,,pregnancy/delivery,PK,venlafaxine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,17,2025-12-02T16:05:14.485046,C0078569
16776907,,,10.1016/S1701-2163(16)32135-1,,lactation,"case report, PK",venlafaxine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,18,2025-12-02T16:05:14.485046,C0078569
18004149,,,10.1097/JCP.0b013e31815a57d8,,pregnancy/postpartum,"case report, PK",venlafaxine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,19,2025-12-02T16:05:14.485046,C0078569
19452377,,,10.1055/s-0028-1103296,,delivery,PK,"paroxetine, citalopram, fluoxetine, venlafaxine",Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,20,2025-12-02T16:05:14.485046,C0070122|C1369503|C0016365|C0078569
19455083,,,10.1097/FTD.0b013e3181a58fb4,,delivery,PK,venlafaxine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,21,2025-12-02T16:05:14.485046,C0078569
19607765,,,10.4088/JCP.08m05001,,Lactation,PK,venlafaxine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,22,2025-12-02T16:05:14.485046,C0078569
20060670,,,10.1016/j.forsciint.2009.12.034,,1st and 3rd trimester/postpartum,PK,"venlafaxine, citalopram, fluoxetine",Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,23,2025-12-02T16:05:14.485046,C0078569|C1369503|C0016365
20960017,,,10.1007/s00737-010-0188-9,,Lactation,PK,venlafaxine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,24,2025-12-02T16:05:14.485046,C0078569
24989434,,,10.1111/jcpt.12188,,1st to 3rd trimester/postpartum,PK,venlafaxine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,25,2025-12-02T16:05:14.485046,C0078569
31371035,,,10.1016/j.clinthera.2019.06.008,,delivery,"PK, PE","venlafaxine, citalopram, fluoxetine, paroxetine, sertraline",Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,27,2025-12-02T16:05:14.485046,C0078569|C1369503|C0016365|C0070122|C0074393
32056930,,,10.1016/j.jad.2020.02.010,,delivery,PK,venlafaxine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,28,2025-12-02T16:05:14.485046,C0078569
9643618,PMC1873542,,10.1046/j.1365-2125.1998.00710.x,,Lactation,"CT, PK",venlafaxine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,31,2025-12-02T16:05:14.485046,C0078569
11729040,,,10.1176/appi.ajp.158.12.2089-a,,lactation,case report PK,venlafaxine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,32,2025-12-02T16:05:14.485046,C0078569
32153014,,,10.1002/cpt.1827,,delivery,"PK, ex vivo placenta perfusion",infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,33,2025-12-02T16:05:14.485046,C0666743
23834232,,,10.3109/00365521.2013.812141,,delivery,"PK, CT",infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,34,2025-12-02T16:05:14.485046,C0666743
19142167,,,10.1097/MCG.0b013e31817f9367,,lactation,case report PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,35,2025-12-02T16:05:14.485046,C0666743
23103819,,,10.1016/j.cgh.2012.10.024,,,PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,36,2025-12-02T16:05:14.485046,C0666743
34746508,PMC8553350,,10.23922/jarc.2021-021,,,PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,37,2025-12-02T16:05:14.485046,C0666743
23200982,,,10.1016/j.cgh.2012.11.011,,delivery,PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,38,2025-12-02T16:05:14.485046,C0666743
17045211,,,10.1016/j.cgh.2006.07.018,,lactation,case report PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,39,2025-12-02T16:05:14.485046,C0666743
22405174,,,10.1016/j.crohns.2011.10.002,,pregnancy/postpartum,case report PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,40,2025-12-02T16:05:14.485046,C0666743
29771301,,,10.1093/ecco-jcc/jjy058,,pregnant/delivery,"PK, safety",infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,41,2025-12-02T16:05:14.485046,C0666743
29857090,,NCT00904878,10.1053/j.gastro.2018.05.040,,lactation,PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,42,2025-12-02T16:05:14.485046,C0666743
32981127,,,10.1111/apt.16102,,1st to 3rd trimester/postpartum,PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,43,2025-12-02T16:05:14.485046,C0666743
33079627,PMC8259366,,10.1177/2050640620964619,,1st to 3rd trimester/delivery/postpartum,PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,44,2025-12-02T16:05:14.485046,C0666743
34493490,PMC8862049,NCT01345071,10.1136/annrheumdis-2021-221036,,1st to 3rd trimester,PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,45,2025-12-02T16:05:14.485046,C0666743
35700275,,,10.1093/ibd/izac111,,delivery,case report PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,46,2025-12-02T16:05:14.485046,C0666743
36120653,PMC9470929,,10.3389/fped.2022.935034,,delivery,PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,47,2025-12-02T16:05:14.485046,C0666743
25966992,,,10.1136/gutjnl-2015-309321,,delivery,"PK, CT",infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,48,2025-12-02T16:05:14.485046,C0666743
22858514,,, 10.1097/MCG.0b013e31825f2807,,lactation,case report PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,49,2025-12-02T16:05:14.485046,C0666743
21366638,,,10.1111/j.1365-2036.2011.04617.x,,delivery,PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,50,2025-12-02T16:05:14.485046,C0666743
27063728,,,10.1053/j.gastro.2016.04.002,,delivery,PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,51,2025-12-02T16:05:14.485046,C0666743
28318043,,,10.1111/apt.14040,,1st to 3rd trimester,PK,infliximab,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,52,2025-12-02T16:05:14.485046,C0666743
20118196,PMC2872944,,10.1124/dmd.109.031245,,1st to 3rd trimester/postpartum,PK,metformin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,53,2025-12-02T16:05:14.485046,C0025598
21538144,,,10.1007/s00228-011-1053-0,,3rd trimester/delivery,PK,metformin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,54,2025-12-02T16:05:14.485046,C0025598
12436333,,,10.1007/s00125-002-0939-x,,lactation,PK,metformin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,55,2025-12-02T16:05:14.485046,C0025598
12545145,,,10.1067/mcp.2003.9,,lactation,PK,metformin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,56,2025-12-02T16:05:14.485046,C0025598
15932841,,,10.1097/01.AOG.0000163249.65810.5b,,lactation,PK,metformin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,57,2025-12-02T16:05:14.485046,C0025598
16492218,,,10.1111/j.1464-5491.2005.01769.x,,3rd trimester/postpartum,PK,metformin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,58,2025-12-02T16:05:14.485046,C0025598
23018469,,,10.1007/s40262-012-0008-7,,3rd trimester,PK,metformin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,59,2025-12-02T16:05:14.485046,C0025598
28069720,,,10.1124/dmd.116.073841,,1st to 3rd trimester/postpartum,"PK, CT",metformin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,60,2025-12-02T16:05:14.485046,C0025598
18662299,,,10.1111/j.1365-2125.2008.03190.x,,lactation,case report PK,metformin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,61,2025-12-02T16:05:14.485046,C0025598
15866611,,,10.1016/j.fertnstert.2004.11.051,,delivery,PK,metformin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,62,2025-12-02T16:05:14.485046,C0025598
24633859,,NCT01240785,10.1007/s00592-014-0570-6,,3rd trimester/delivery,PK,metformin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,63,2025-12-02T16:05:14.485046,C0025598
1608848,,,,,3rd trimester/delivery,PK,nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,64,2025-12-02T16:05:14.485046,C0028066
17464806,,,10.1080/01443610701195009,,2nd and 3rd trimester,PK,nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,65,2025-12-02T16:05:14.485046,C0028066
17667209,,,10.1097/01.mjt.0000209679.76335.df,,3rd trimester,PK,nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,66,2025-12-02T16:05:14.485046,C0028066
1814844,,,,,3rd trimester/labor/lactation,PK,nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,67,2025-12-02T16:05:14.485046,C0028066
18271884,,,10.1111/j.1471-0528.2007.01630.x,,3rd trimester/labor,PK,nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,68,2025-12-02T16:05:14.485046,C0028066
18394772,,,10.1016/j.ejogrb.2008.02.003,,3rd trimester,PK,nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,69,2025-12-02T16:05:14.485046,C0028066
1951561,,,10.1016/0002-9378(91)90446-x,,postpartum,PK,nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,70,2025-12-02T16:05:14.485046,C0028066
21644845,,,10.3109/14767058.2011.583700,,3rd trimester,PK,nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,71,2025-12-02T16:05:14.485046,C0028066
2216229,,,10.1097/00006250-199011000-00016,,3rd trimester/delivery,"PK, CT",nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,72,2025-12-02T16:05:14.485046,C0028066
2256493,,,10.1016/0002-9378(90)90762-v,,pregnancy,"PK, CT",nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,73,2025-12-02T16:05:14.485046,C0028066
22875663,,,10.1055/s-0032-1323590,,pregnancy,"PK, PE",nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,74,2025-12-02T16:05:14.485046,C0028066
25407260,,,10.5414/CP202215,,pregnancy,PK,nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,75,2025-12-02T16:05:14.485046,C0028066
2603904,,,10.1016/0002-9378(89)90909-5,,pregnancy,PK,nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,76,2025-12-02T16:05:14.485046,C0028066
28042936,,,10.1111/bcp.13226,,3rd trimester/delivery,PK,nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,77,2025-12-02T16:05:14.485046,C0028066
37987176,,,10.1111/bcpt.13965,,3rd trimester,PK,nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,78,2025-12-02T16:05:14.485046,C0028066
30659932,,,10.1016/j.reprotox.2019.01.007,,lactation,"PK, PE",nifedipine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,79,2025-12-02T16:05:14.485046,C0028066
10847234,,,10.1111/j.1471-0528.2000.tb13339.x,,delivery,PK,azithromycin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,80,2025-12-02T16:05:14.485046,C0052796
12634646,,,10.1067/mob.2003.141,,delivery,PK,azithromycin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,81,2025-12-02T16:05:14.485046,C0052796
25595580,,NCT01464840,10.1016/j.ajog.2015.01.015,,delivery/postpartum,PK,azithromycin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,82,2025-12-02T16:05:14.485046,C0052796
27861509,,NCT01103713,10.1371/journal.pone.0165692,,2nd or 3rd trimester,"PK, CT",azithromycin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,83,2025-12-02T16:05:14.485046,C0052796
8178871,,,10.1016/s0002-9378(94)70161-x,,lactation,case report PK,azithromycin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,84,2025-12-02T16:05:14.485046,C0052796
38977063,,NCT04294069,10.1016/j.ajogmf.2024.101423,,pregnancy,PK,azithromycin,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,85,2025-12-02T16:05:14.485046,C0052796
10583022,PMC2014386,,10.1046/j.1365-2125.1999.00040.x,,lactation,PK,fluoxetine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,86,2025-12-02T16:05:14.485046,C0016365
11720696,,,10.1016/s0006-3223(01)01197-0,,lactation,PK,fluoxetine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,87,2025-12-02T16:05:14.485046,C0016365
12242061,,,10.1016/s0006-3223(02)01368-9,,lactation,PK,fluoxetine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,88,2025-12-02T16:05:14.485046,C0016365
12709723,,,10.1016/s0009-9236(02)17634-x,,pregnancy/lactation,PK,fluoxetine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,89,2025-12-02T16:05:14.485046,C0016365
12727706,,,10.1176/appi.ajp.160.5.993,,delivery,PK,"citalopram, fluoxetine, paroxetine",Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,90,2025-12-02T16:05:14.485046,C1369503|C0016365|C0070122
14595087,,,10.1542/peds.112.5.e425,,lactation,PK,fluoxetine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,91,2025-12-02T16:05:14.485046,C0016365
16433870,,,10.1111/j.1365-2125.2005.02538.x,,3rd trimester/lactation,PK,fluoxetine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,92,2025-12-02T16:05:14.485046,C0016365
20631556,,,10.1097/JCP.0b013e3181e7be23,,pregnancy/postpartum/delivery,PK,fluoxetine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,93,2025-12-02T16:05:14.485046,C0016365
21824458,,,10.4088/JCP.10m06461,,delivery,PK,"fluoxetine, citalopram, venlafaxine, sertraline, nortriptyline, fluvoxamine, escitalopram",Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,94,2025-12-02T16:05:14.485046,C0016365|C1369503|C0078569|C0074393|C0373487|C0085228|C1099456
30346625,,,10.1002/cpt.1263,,3rd trimester/delivery,PK,fluoxetine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,95,2025-12-02T16:05:14.485046,C0016365
8932542,,,10.1002/j.1552-4604.1996.tb04150.x,,lactation,PK,fluoxetine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,96,2025-12-02T16:05:14.485046,C0016365
9519072,,,10.1192/bjp.172.2.175,,lactation,PK,fluoxetine,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,97,2025-12-02T16:05:14.485046,C0016365
10664835,,,10.1016/s0006-3223(99)00155-9,,lactation,case report PK,citalopram,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,98,2025-12-02T16:05:14.485046,C1369503
10971311,PMC2014979,,10.1046/j.1365-2125.2000.00253.x,,lactation,PK,citalopram,Human,,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Study,Study,99,2025-12-02T16:05:14.485046,C1369503
