PMID,Specimen type,Value,Unit,Time to specimen,Time unit,summary statistics,Variation type,variation value,Interval type,Interval low,Interval high,Subjects n,Population,Pregnancy Stage ,Gestational Age,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
30346625.0,amniotic fluid,,,198,min,median,,,25th-75th percentile,155.0,239.0,9.0,maternal,delivery,,"during the delivery, one sample of maternal blood, umbilical vein blood, intervillous space blood, and amniotic fluid were collected from each patient at the time of latency",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,220,2025-12-02T16:05:11.297067
30346625.0,blood,,,,,,,,,,,9.0,maternal,third trimester,,serial blood samples were collected from time 0 to 672 hours after administration of the drug,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,216,2025-12-02T16:05:13.141371
30346625.0,blood,,,198,min,median,,,25th-75th percentile,155.0,239.0,9.0,maternal,delivery,,"during the delivery, one sample of maternal blood, umbilical vein blood, intervillous space blood, and amniotic fluid were collected from each patient at the time of latency",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,217,2025-12-02T16:05:13.141371
30346625.0,Umbilical vein blood,,,198,min,median,,,25th-75th percentile,155.0,239.0,9.0,pediatric,,fetus,"during the delivery, one sample of maternal blood, umbilical vein blood, intervillous space blood, and amniotic fluid were collected from each patient at the time of latency",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,218,2025-12-02T16:05:13.141371
30346625.0,intervillous space blood,,,198,min,median,,,25th-75th percentile,155.0,239.0,9.0,pediatric,,fetus,"during the delivery, one sample of maternal blood, umbilical vein blood, intervillous space blood, and amniotic fluid were collected from each patient at the time of latency",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,219,2025-12-02T16:05:13.141371
30346625.0,amniotic fluid,,,198,min,median,,,25th-75th percentile,155.0,239.0,9.0,maternal,delivery,,"during the delivery, one sample of maternal blood, umbilical vein blood, intervillous space blood, and amniotic fluid were collected from each patient at the time of latency",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,220,2025-12-02T16:05:13.141371
30346625,blood,,,,,,,,,,,9,maternal,third trimester,,serial blood samples were collected from time 0 to 672 hours after administration of the drug,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,216,2025-12-02T16:05:15.285876
30346625,blood,,,198.0,min,median,,,25th-75th percentile,155.0,239.0,9,maternal,delivery,,"during the delivery, one sample of maternal blood, umbilical vein blood, intervillous space blood, and amniotic fluid were collected from each patient at the time of latency",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,217,2025-12-02T16:05:15.285876
30346625,Umbilical vein blood,,,198.0,min,median,,,25th-75th percentile,155.0,239.0,9,pediatric,,fetus,"during the delivery, one sample of maternal blood, umbilical vein blood, intervillous space blood, and amniotic fluid were collected from each patient at the time of latency",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,218,2025-12-02T16:05:15.285876
30346625,intervillous space blood,,,198.0,min,median,,,25th-75th percentile,155.0,239.0,9,pediatric,,fetus,"during the delivery, one sample of maternal blood, umbilical vein blood, intervillous space blood, and amniotic fluid were collected from each patient at the time of latency",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,219,2025-12-02T16:05:15.285876
30346625,amniotic fluid,,,198.0,min,median,,,25th-75th percentile,155.0,239.0,9,maternal,delivery,,"during the delivery, one sample of maternal blood, umbilical vein blood, intervillous space blood, and amniotic fluid were collected from each patient at the time of latency",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,220,2025-12-02T16:05:15.285876
30346625,blood,,,,,,,,,,,9,maternal,third trimester,,serial blood samples were collected from time 0 to 672 hours after administration of the drug,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,216,2025-12-02T16:05:21.693926
30346625,blood,,,198.0,min,median,,,25th-75th percentile,155.0,239.0,9,maternal,delivery,,"during the delivery, one sample of maternal blood, umbilical vein blood, intervillous space blood, and amniotic fluid were collected from each patient at the time of latency",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,217,2025-12-02T16:05:21.693926
30346625,Umbilical vein blood,,,198.0,min,median,,,25th-75th percentile,155.0,239.0,9,pediatric,,fetus,"during the delivery, one sample of maternal blood, umbilical vein blood, intervillous space blood, and amniotic fluid were collected from each patient at the time of latency",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,218,2025-12-02T16:05:21.693926
30346625,intervillous space blood,,,198.0,min,median,,,25th-75th percentile,155.0,239.0,9,pediatric,,fetus,"during the delivery, one sample of maternal blood, umbilical vein blood, intervillous space blood, and amniotic fluid were collected from each patient at the time of latency",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,219,2025-12-02T16:05:21.693926
30346625,amniotic fluid,,,198.0,min,median,,,25th-75th percentile,155.0,239.0,9,maternal,delivery,,"during the delivery, one sample of maternal blood, umbilical vein blood, intervillous space blood, and amniotic fluid were collected from each patient at the time of latency",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,220,2025-12-02T16:05:21.693926
12189365.0,Blood,5,ml,,,,,,,,,11.0,maternal,pregnancy,,"Plasma and breast milk samples were collected from mother/infant pairs during pregnancy, at delivery, and for up to 2 months after delivery. The blood samples were drawn just before mothers took their daily citalopram dose (trough concentration)",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,230,2025-12-02T16:05:06.614238
12189365.0,Blood,5,ml,,,,,,,,,11.0,maternal,delivery,,At the same time a venous blood sample was taken from the mother (5 mL),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,231,2025-12-02T16:05:06.614238
12189365.0,umbilical cord blood,5,ml,,,,,,,,,11.0,pediatric,,fetus,"At delivery, before the umbilical cord was cut, blood samples (5 mL) were drawn from both the umbilical artery and the umbilical vein",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,232,2025-12-02T16:05:06.614238
12189365.0,breast milk,15,ml,,,,,,,,,11.0,maternal,postpartum,,"On the morning of postpartum day 4, and again 2 weeks and 2 months after delivery",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,233,2025-12-02T16:05:06.614238
12189365.0,Blood,,,,,,,,,,,11.0,maternal,postpartum,,"On days 2 and 4 post partum, , and again 2 weeks and 2 months after delivery, venous blood samples were drawn from the mother and the infant (1-2 mL) just before mother took her daily dose of citalopram",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,234,2025-12-02T16:05:06.614238
12189365.0,Blood,,,,,,,,,,,11.0,pediatric,,infants,"On the morning of postpartum day 4, and again 2 weeks and 2 months after delivery",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,235,2025-12-02T16:05:06.614238
12189365.0,Blood,5,ml,,,,,,,,,11.0,maternal,pregnancy,,"Plasma and breast milk samples were collected from mother/infant pairs during pregnancy, at delivery, and for up to 2 months after delivery. The blood samples were drawn just before mothers took their daily citalopram dose (trough concentration)",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,230,2025-12-02T16:05:06.769793
12189365.0,Blood,5,ml,,,,,,,,,11.0,maternal,delivery,,At the same time a venous blood sample was taken from the mother (5 mL),PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,231,2025-12-02T16:05:06.769793
12189365.0,umbilical cord blood,5,ml,,,,,,,,,11.0,pediatric,,fetus,"At delivery, before the umbilical cord was cut, blood samples (5 mL) were drawn from both the umbilical artery and the umbilical vein",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,232,2025-12-02T16:05:06.769793
12189365.0,breast milk,15,ml,,,,,,,,,11.0,maternal,postpartum,,"On the morning of postpartum day 4, and again 2 weeks and 2 months after delivery",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,233,2025-12-02T16:05:06.769793
12189365.0,Blood,,,,,,,,,,,11.0,maternal,postpartum,,"On days 2 and 4 post partum, , and again 2 weeks and 2 months after delivery, venous blood samples were drawn from the mother and the infant (1-2 mL) just before mother took her daily dose of citalopram",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,234,2025-12-02T16:05:06.769793
12189365.0,Blood,,,,,,,,,,,11.0,pediatric,,infants,"On the morning of postpartum day 4, and again 2 weeks and 2 months after delivery",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,235,2025-12-02T16:05:06.769793
12189365.0,Blood,5,ml,,,,,,,,,11.0,maternal,pregnancy,,"Plasma and breast milk samples were collected from mother/infant pairs during pregnancy, at delivery, and for up to 2 months after delivery. The blood samples were drawn just before mothers took their daily citalopram dose (trough concentration)",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,230,2025-12-02T16:05:11.297067
12189365.0,Blood,5,ml,,,,,,,,,11.0,maternal,delivery,,At the same time a venous blood sample was taken from the mother (5 mL),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,231,2025-12-02T16:05:11.297067
12189365.0,umbilical cord blood,5,ml,,,,,,,,,11.0,pediatric,,fetus,"At delivery, before the umbilical cord was cut, blood samples (5 mL) were drawn from both the umbilical artery and the umbilical vein",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,232,2025-12-02T16:05:11.297067
12189365.0,breast milk,15,ml,,,,,,,,,11.0,maternal,postpartum,,"On the morning of postpartum day 4, and again 2 weeks and 2 months after delivery",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,233,2025-12-02T16:05:11.297067
12189365.0,Blood,,,,,,,,,,,11.0,maternal,postpartum,,"On days 2 and 4 post partum, , and again 2 weeks and 2 months after delivery, venous blood samples were drawn from the mother and the infant (1-2 mL) just before mother took her daily dose of citalopram",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,234,2025-12-02T16:05:11.297067
12189365.0,Blood,,,,,,,,,,,11.0,pediatric,,infants,"On the morning of postpartum day 4, and again 2 weeks and 2 months after delivery",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,235,2025-12-02T16:05:11.297067
12189365.0,Blood,5,ml,,,,,,,,,11.0,maternal,pregnancy,,"Plasma and breast milk samples were collected from mother/infant pairs during pregnancy, at delivery, and for up to 2 months after delivery. The blood samples were drawn just before mothers took their daily citalopram dose (trough concentration)",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,230,2025-12-02T16:05:13.141371
12189365.0,Blood,5,ml,,,,,,,,,11.0,maternal,delivery,,At the same time a venous blood sample was taken from the mother (5 mL),PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,231,2025-12-02T16:05:13.141371
12189365.0,umbilical cord blood,5,ml,,,,,,,,,11.0,pediatric,,fetus,"At delivery, before the umbilical cord was cut, blood samples (5 mL) were drawn from both the umbilical artery and the umbilical vein",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,232,2025-12-02T16:05:13.141371
12189365.0,breast milk,15,ml,,,,,,,,,11.0,maternal,postpartum,,"On the morning of postpartum day 4, and again 2 weeks and 2 months after delivery",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,233,2025-12-02T16:05:13.141371
12189365.0,Blood,,,,,,,,,,,11.0,maternal,postpartum,,"On days 2 and 4 post partum, , and again 2 weeks and 2 months after delivery, venous blood samples were drawn from the mother and the infant (1-2 mL) just before mother took her daily dose of citalopram",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,234,2025-12-02T16:05:13.141371
12189365.0,Blood,,,,,,,,,,,11.0,pediatric,,infants,"On the morning of postpartum day 4, and again 2 weeks and 2 months after delivery",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,235,2025-12-02T16:05:13.141371
12189365,Blood,5,ml,,,,,,,,,11,maternal,pregnancy,,"Plasma and breast milk samples were collected from mother/infant pairs during pregnancy, at delivery, and for up to 2 months after delivery. The blood samples were drawn just before mothers took their daily citalopram dose (trough concentration)",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,230,2025-12-02T16:05:15.285876
12189365,Blood,5,ml,,,,,,,,,11,maternal,delivery,,At the same time a venous blood sample was taken from the mother (5 mL),PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,231,2025-12-02T16:05:15.285876
12189365,umbilical cord blood,5,ml,,,,,,,,,11,pediatric,,fetus,"At delivery, before the umbilical cord was cut, blood samples (5 mL) were drawn from both the umbilical artery and the umbilical vein",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,232,2025-12-02T16:05:15.285876
12189365,breast milk,15,ml,,,,,,,,,11,maternal,postpartum,,"On the morning of postpartum day 4, and again 2 weeks and 2 months after delivery",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,233,2025-12-02T16:05:15.285876
12189365,Blood,,,,,,,,,,,11,maternal,postpartum,,"On days 2 and 4 post partum, , and again 2 weeks and 2 months after delivery, venous blood samples were drawn from the mother and the infant (1-2 mL) just before mother took her daily dose of citalopram",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,234,2025-12-02T16:05:15.285876
12189365,Blood,,,,,,,,,,,11,pediatric,,infants,"On the morning of postpartum day 4, and again 2 weeks and 2 months after delivery",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,235,2025-12-02T16:05:15.285876
12189365,Blood,5,ml,,,,,,,,,11,maternal,pregnancy,,"Plasma and breast milk samples were collected from mother/infant pairs during pregnancy, at delivery, and for up to 2 months after delivery. The blood samples were drawn just before mothers took their daily citalopram dose (trough concentration)",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,230,2025-12-02T16:05:21.693926
12189365,Blood,5,ml,,,,,,,,,11,maternal,delivery,,At the same time a venous blood sample was taken from the mother (5 mL),PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,231,2025-12-02T16:05:21.693926
12189365,umbilical cord blood,5,ml,,,,,,,,,11,pediatric,,fetus,"At delivery, before the umbilical cord was cut, blood samples (5 mL) were drawn from both the umbilical artery and the umbilical vein",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,232,2025-12-02T16:05:21.693926
12189365,breast milk,15,ml,,,,,,,,,11,maternal,postpartum,,"On the morning of postpartum day 4, and again 2 weeks and 2 months after delivery",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,233,2025-12-02T16:05:21.693926
12189365,Blood,,,,,,,,,,,11,maternal,postpartum,,"On days 2 and 4 post partum, , and again 2 weeks and 2 months after delivery, venous blood samples were drawn from the mother and the infant (1-2 mL) just before mother took her daily dose of citalopram",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,234,2025-12-02T16:05:21.693926
12189365,Blood,,,,,,,,,,,11,pediatric,,infants,"On the morning of postpartum day 4, and again 2 weeks and 2 months after delivery",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,235,2025-12-02T16:05:21.693926
36094046,maternal blood,,,24.1,h postdose,median,,,IQR,23.5,24.7,47.0,,,,Blood samples were obtained at steady- state every 4 weeks across pregnancy and twice postpartum for measurement,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Specimen (summary),Specimen_summary,64,2025-12-02T15:58:24.333700
9286185,breast milk,148,n,,,,,,,,,,,,,,PRGLAC Data Curation - Sara's Team (1).xlsx,IU team,Specimen (summary),Specimen_summary,66,2025-12-02T15:58:24.333700
